label,R1,countsOFF_R1,countsON_R1,R2,countsOFF_R2,countsON_R2,Avg,Standard Error
CoV_A0A6B9WGW4_004,-0.4234843111435202,15.0,27.0,-0.4647264711341763,15.0,26.0,-0.4441053911388483,0.020621079995328053
CoV_A0A6B9WGW4_007,-1.5754874045885705,6.0,24.0,0.1913191276484626,10.0,11.0,-0.692084138470054,0.8834032661185165
CoV_A0A6B9WGW4_008,-1.7346859994378243,15.0,67.0,0.28575392950651146,33.0,34.0,-0.7244660349656564,1.0102199644721677
CoV_A0A6B9WGW4_010,-0.8385218104223644,5.0,12.0,,,,-0.8385218104223644,
CoV_A0A6B9WGW4_011,-1.4823780001970888,16.0,60.0,0.1443980802609701,22.0,25.0,-0.6689899599680593,0.8133880402290294
CoV_A0A6B9WGW4_012,-1.777121265758221,5.0,23.0,1.5512150727348455,14.0,6.0,-0.11295309651168772,1.664168169246533
CoV_A0A6B9WGW4_013,-0.3124529987547767,12.0,20.0,-0.3086072692168944,9.0,14.0,-0.31053013398583557,0.001922864768941157
CoV_A0A6B9WGW4_014,-0.060914231758812165,5.0,7.0,,,,-0.060914231758812165,
CoV_A0A6B9WGW4_015,-1.5014868231447938,5.0,19.0,-0.15660417577184435,5.0,7.0,-0.8290454994583191,0.6724413236864747
CoV_A0A6B9WGW4_016,-0.4234843111435204,5.0,9.0,0.5918570572321912,6.0,5.0,0.08418637304433538,0.5076706841878558
CoV_A0A6B9WGW4_017,-0.25355930970120805,5.0,8.0,,,,-0.25355930970120805,
CoV_A0A6B9WGW4_018,-1.6629502458389098,8.0,34.0,0.21334543397846129,12.0,13.0,-0.7248024059302243,0.9381478399086854
CoV_A0A6B9WGW4_019,-1.551239858341893,30.0,118.0,-0.4341381513007533,33.0,56.0,-0.992689004821323,0.5585508535205698
CoV_A0A6B9WGW4_020,-0.6129621100072329,19.0,39.0,-0.7300710376551711,12.0,25.0,-0.671516573831202,0.05855446382396911
CoV_A0A6B9WHD3_001,-0.9099064436591296,46.0,116.0,0.3832704354207739,81.0,78.0,-0.2633180041191779,0.6465884395399516
CoV_A0A6B9WHD3_002,-1.3965172635432508,30.0,106.0,0.14119564822262626,36.0,41.0,-0.6276608076603123,0.7688564558829384
CoV_A0A6B9WHD3_004,0.16147818957763566,5.0,6.0,0.06578824556460351,5.0,6.0,0.11363321757111958,0.047844972006516065
CoV_A0A6B9WHD3_005,-0.9318789090441544,91.0,233.0,-0.6801661318288574,80.0,161.0,-0.8060225204365059,0.12585638860764845
CoV_A0A6B9WHD3_006,0.16147818957763566,5.0,6.0,,,,0.16147818957763566,
CoV_A0A6B9WHD3_011,-2.5389615285634566,5.0,39.0,-1.1451085369340148,9.0,25.0,-1.8420350327487358,0.6969264958147209
CoV_A0A6B9WHD3_018,-0.5754874045885704,5.0,10.0,0.3288226513983973,5.0,5.0,-0.12333237659508656,0.4521550279934838
CoV_A0A6B9WHD3_020,-0.9539990278423004,5.0,13.0,-0.6711773486016027,5.0,10.0,-0.8125881882219516,0.1414108396203488
CoV_A0A6B9WHD3_022,-0.5953869620262751,36.0,73.0,0.7007914287853549,66.0,51.0,0.05270223337953994,0.648089195405815
CoV_A0A6B9WHD3_023,-0.6794383686274788,87.0,187.0,-0.1306089672388997,120.0,165.0,-0.4050236679331892,0.2744147006942895
CoV_A0A6B9WHD3_024,-1.8836096999509024,21.0,104.0,-1.0862148478804463,30.0,80.0,-1.4849122739156744,0.398697426035228
CoV_A0A6B9WHD3_025,-0.2429120655016994,17.0,27.0,0.13617757345600154,14.0,16.0,-0.053367246022848924,0.18954481947885046
CoV_A0A6B9WHD3_026,-0.4234843111435204,5.0,9.0,-0.9342117544353964,5.0,12.0,-0.6788480327894584,0.25536372164593796
CoV_A0A6B9WHD3_027,-0.5754874045885702,7.0,14.0,-0.6711773486016027,5.0,10.0,-0.6233323765950864,0.04784497200651627
CoV_A0A6B9WHD3_028,-1.6458767324799684,5.0,21.0,0.3288226513983973,5.0,5.0,-0.6585270405407855,0.9873496919391828
CoV_A0A6B9WHD3_029,-0.5754874045885702,15.0,30.0,-0.8411023500439151,12.0,27.0,-0.7082948773162426,0.13280747272767246
CoV_A0A6B9WHD3_031,0.4245125954114296,5.0,5.0,,,,0.4245125954114296,
CoV_A0A6B9WHD3_032,-0.25355930970120805,5.0,8.0,,,,-0.25355930970120805,
CoV_A0A6B9WHD3_033,-1.897415499475933,5.0,25.0,0.17681955795334736,9.0,10.0,-0.8602979707612928,1.0371175287146401
CoV_A0A6B9WHD3_034,-1.0729870640593873,34.0,96.0,-0.6711773486016027,43.0,86.0,-0.8720822063304949,0.20090485772889227
CoV_A0A6B9WHD3_036,-1.897415499475933,6.0,30.0,1.8142494785686392,14.0,5.0,-0.041583010453646874,1.855832489022286
CoV_A0A6B9WHD3_037,-0.4499565225047115,6.0,11.0,-0.3492492537142402,5.0,8.0,-0.39960288810947586,0.05035363439523566
CoV_A0A6B9WHD3_038,0.9099394225816716,7.0,5.0,,,,0.9099394225816716,
CoV_A0A6B9WHD3_039,-1.6629502458389098,8.0,34.0,-0.6711773486016027,8.0,16.0,-1.1670637972202562,0.4958864486186535
CoV_A0A6B9WHD3_040,-1.1604499053097266,7.0,21.0,0.3288226513983976,12.0,12.0,-0.4158136269556645,0.7446362783540621
CoV_A0A6B9WHD3_043,0.4245125954114296,5.0,5.0,0.8142494785686392,7.0,5.0,0.6193810369900343,0.19486844157860475
CoV_A0A6B9WHD3_044,-0.5103923763666854,34.0,65.0,0.023968069869976603,34.0,42.0,-0.2432121532483544,0.267180223118331
CoV_A0A6B9WHD3_045,-0.9353833496749532,30.0,77.0,-0.01695218544333254,48.0,61.0,-0.47616776755914286,0.4592155821158103
CoV_A0A6B9WHD3_046,-1.611111314319292,10.0,41.0,-0.16867700807241914,17.0,24.0,-0.8898941611958556,0.7212171531234364
CoV_A0A6B9WHD3_048,-1.777121265758221,5.0,23.0,-0.3816707314066178,11.0,18.0,-1.0793959985824193,0.6977252671758015
CoV_A0A6B9WHD3_050,-0.17815190704318531,27.0,41.0,-0.19473930465861547,16.0,23.0,-0.1864456058509004,0.008293698807715078
CoV_A0A6B9WHD3_051,-1.8385218104223644,5.0,24.0,1.591857057232191,12.0,5.0,-0.12333237659508667,1.7151894338272775
CoV_A0A6B9WHD3_052,-0.6029681410106773,26.0,53.0,-1.0634947713803629,16.0,42.0,-0.8332314561955201,0.23026331518484275
CoV_A0A6B9WHD3_053,-1.0609142317588125,5.0,14.0,0.06578824556460351,5.0,6.0,-0.4975629930971045,0.563351238661708
CoV_A0A6B9WHD3_054,-0.4234843111435204,5.0,9.0,-0.15660417577184435,5.0,7.0,-0.29004424345768237,0.13344006768583802
CoV_A0A6B9WHD3_055,-0.6806041104027843,86.0,185.0,-0.5351157990255743,50.0,91.0,-0.6078599547141793,0.07274415568860504
CoV_A0A6B9WHD3_056,-0.7603627474968541,256.0,582.0,-0.5240420625276104,263.0,475.0,-0.6422024050122322,0.11816034248462182
CoV_A0A6B9WHD3_057,-0.5595458607195489,91.0,180.0,-0.2561398493227587,88.0,132.0,-0.4078428550211538,0.15170300569839512
CoV_A0A6B9WHD3_058,-0.6361833362761243,128.0,267.0,0.3118495727946837,169.0,171.0,-0.1621668817407203,0.47401645453540403
CoV_A0A6B9WHD3_059,0.10258450052406708,44.0,55.0,0.07248289813861164,36.0,43.0,0.08753369933133937,0.015050801192727717
CoV_A0A6B9WHD3_060,-1.5296837149754454,8.0,31.0,-0.8638224265439985,7.0,16.0,-1.196753070759722,0.3329306442157234
CoV_A0A6B9WHD3_061,-0.7055479451529434,53.0,116.0,-0.14066263190282285,52.0,72.0,-0.4231052885278831,0.28244265662506024
CoV_A0A6B9WHD3_062,-0.2275641011682636,7.0,11.0,-0.5191742551565527,5.0,9.0,-0.3733691781624081,0.14580507699414455
CoV_A0A6B9WHD3_063,-0.4234843111435204,5.0,9.0,,,,-0.4234843111435204,
CoV_A0A6B9WHD3_064,-0.7434320419026417,81.0,182.0,0.34249758829547405,106.0,105.0,-0.2004672268035838,0.5429648150990578
CoV_A0A6B9WHD3_065,-1.2035186272016123,11.0,34.0,-0.4367120949645795,10.0,17.0,-0.8201153610830959,0.38340326611851633
CoV_A0A6B9WHD3_066,-1.0160599959745518,7.0,19.0,0.7983079346996175,18.0,13.0,-0.10887603063746715,0.9071839653370846
CoV_A0A6B9WHD3_068,-0.8974154994759326,8.0,20.0,-0.3232540451812957,7.0,11.0,-0.6103347723286141,0.2870807271473184
CoV_A0A6B9WHD3_069,-1.5230199846944348,14.0,54.0,-1.3936433730726936,10.0,33.0,-1.4583316788835643,0.0646883058108706
CoV_A0A6B9WHD3_070,-1.11314419053137,31.0,90.0,0.0531882087849703,38.0,46.0,-0.5299779908731999,0.5831661996581701
CoV_A0A6B9WHD3_071,-0.6750230781394846,49.0,105.0,-0.06893685644861078,63.0,83.0,-0.3719799672940477,0.30304311084543684
CoV_A0A6B9WHD3_080,-1.3775480269766616,39.0,136.0,0.1894195947329808,69.0,76.0,-0.5940642161218403,0.7834838108548211
CoV_A0A6B9WHD3_081,-2.11154030482878,5.0,29.0,0.4892873235916436,19.0,17.0,-0.8111264906185682,1.300413814210212
CoV_A0A6B9WHD3_082,-0.9234107080088771,11.0,28.0,-0.3232540451812957,21.0,33.0,-0.6233323765950864,0.3000783314137907
CoV_A0A6B9WHD3_083,-0.3676825194751686,287.0,497.0,-0.1420680826139639,285.0,395.0,-0.25487530104456624,0.11280721843060236
CoV_A0A6B9WHD3_084,-0.5426560121211981,200.0,391.0,0.3427618423562712,312.0,309.0,-0.09994708488246343,0.4427089272387346
CoV_A0A6B9WHD3_085,-0.7389861368714497,25.0,56.0,0.4412973806568102,40.0,37.0,-0.14884437810731974,0.5901417587641299
CoV_A0A6B9WHD3_086,-0.4930252443965976,27.0,51.0,-0.6711773486016025,17.0,34.0,-0.5821012964991,0.08907605210250243
CoV_A0A6B9WHD3_087,-1.2859807873935856,11.0,36.0,0.7983079346996175,18.0,13.0,-0.24383642634698405,1.0421443610466012
CoV_A0A6B9WHD3_088,-0.2809174253216699,111.0,181.0,0.18746680215285585,136.0,150.0,-0.04672531158440703,0.2341921137372629
CoV_A0A6B9WHD3_089,1.5119754366617693,17.0,8.0,2.9137851521195537,30.0,5.0,2.2128802943906614,0.7009048577288921
CoV_A0A6B9WHD3_090,1.27250950196638,9.0,5.0,2.2548220699546206,19.0,5.0,1.7636657859605003,0.4911562839941203
CoV_A0A6B9WHD3_092,1.27250950196638,9.0,5.0,1.707334274652127,13.0,5.0,1.4899218883092535,0.2174123863428735
CoV_A0A6B9WHD3_093,1.6548102148332242,183.0,78.0,2.921279688666478,193.0,32.0,2.288044951749851,0.6332347369166268
CoV_A0A6B9WHD3_094,1.9856283541782185,180.0,61.0,1.8584421182757789,179.0,62.0,1.9220352362269986,0.0635931179512198
CoV_A0A6B9WHD3_095,2.186352858216665,624.0,184.0,2.253795605990374,562.0,148.0,2.22007423210352,0.03372137388685448
CoV_A0A6B9WHD3_096,1.6981606752700753,382.0,158.0,1.3323543423686506,409.0,204.0,1.515257508819363,0.18290316645071236
CoV_A0A6B9WHD3_097,-0.27356398536118176,188.0,305.0,0.02006994525876816,176.0,218.0,-0.1267470200512068,0.14681696530997493
CoV_A0A6B9WHD3_098,-0.5302581505955727,81.0,157.0,0.35068208536213674,133.0,131.0,-0.08978803261671797,0.4404701179788547
CoV_A0A6B9WHD3_099,-0.26338342765317624,311.0,501.0,0.2382554415693694,355.0,378.0,-0.01256399304190342,0.2508194346112728
CoV_A0A6B9WHD3_100,-0.6893073041457325,134.0,290.0,-0.6617786505993529,154.0,306.0,-0.6755429773725428,0.013764326773189782
CoV_A0A6B9WHD3_101,-0.8714722322236509,101.0,248.0,-0.02264971910298035,145.0,185.0,-0.4470609756633156,0.42441125656033524
CoV_A0A6B9WHD3_102,-0.3884018519880752,37.0,65.0,0.3662973568170602,39.0,38.0,-0.011052247585507491,0.3773496044025677
CoV_A0A6B9WHD3_103,-0.6750230781394846,56.0,120.0,0.27223912303203,75.0,78.0,-0.20139197755372729,0.4736311005857573
CoV_A0A6B9WHD3_104,-1.411988672305691,7.0,25.0,-0.3341423613240319,12.0,19.0,-0.8730655168148614,0.5389231554908295
CoV_A0A6B9WHD3_105,-0.8385218104223644,5.0,12.0,0.1064302300619496,6.0,7.0,-0.3660457901802074,0.4724760202421569
CoV_A0A6B9WHD3_106,-0.6622922321258431,129.0,274.0,0.14595859424858687,185.0,210.0,-0.25816681893862814,0.40412541318721495
CoV_A0A6B9WHD3_107,-1.57548740458857,7.0,28.0,-0.1736776891307857,12.0,17.0,-0.8745825468596778,0.7009048577288921
CoV_A0A6B9WHD3_108,-1.5407219864278936,21.0,82.0,0.8507753545937533,56.0,39.0,-0.34497331591707014,1.1957486705108233
CoV_A0A6B9WHD3_109,0.16147818957763566,5.0,6.0,,,,0.16147818957763566,
CoV_A0A6B9WHD3_110,-0.060914231758812165,5.0,7.0,0.3288226513983973,5.0,5.0,0.13395420981979256,0.19486844157860472
CoV_A0A6B9WHD3_111,0.16147818957763566,5.0,6.0,,,,0.16147818957763566,
CoV_A0A6B9WHD3_113,-1.3410221509515474,5.0,17.0,0.6507507462857598,10.0,8.0,-0.3451357023328938,0.9958864486186536
CoV_A0A6B9WHD3_114,0.20212017407498167,6.0,7.0,0.5918570572321912,6.0,5.0,0.39698861565358645,0.19486844157860475
CoV_A0A6B9WHD3_117,-1.1999782694963637,24.0,74.0,0.15479325162334864,39.0,44.0,-0.5225925089365075,0.6773857605598561
CoV_A0A6B9WHD3_118,-1.9905249038674144,15.0,80.0,0.3288226513983976,35.0,35.0,-0.8308511262345084,1.159673777632906
CoV_A0A6B9WHD3_119,-1.9678048273673303,8.0,42.0,-0.3663227670731817,21.0,34.0,-1.167063797220256,0.8007410301470743
CoV_A0A6B9WHD3_120,-1.5754874045885705,5.0,20.0,-0.6711773486016027,5.0,10.0,-1.1233323765950867,0.45215502799348384
CoV_A0A6B9WI44_001,-1.3828423266461745,6.0,21.0,0.4357378553149092,14.0,13.0,-0.47355223566563265,0.9092900909805418
CoV_A0A6B9WI44_002,-0.5230199846944347,14.0,27.0,-0.1857505214313609,21.0,30.0,-0.3543852530628978,0.1686347316315369
CoV_A0A6B9WI44_003,-0.1955949915906859,784.0,1205.0,0.18768428542298707,973.0,1073.0,-0.003955353083849422,0.1916396385068365
CoV_A0A6B9WI44_005,-0.9291243592032709,9.0,23.0,0.3288226513983973,16.0,16.0,-0.3001508539024368,0.628973505300834
CoV_A0A6B9WI44_006,-1.3828423266461745,10.0,35.0,-0.21866514390409586,13.0,19.0,-0.8007537352751352,0.5820885913710393
CoV_A0A6B9WI45_001,-0.06091423175881201,15.0,21.0,-1.2561398493227591,5.0,15.0,-0.6585270405407856,0.5976128087819734
CoV_A0A6B9WI45_002,-0.4624784427593839,146.0,270.0,0.0909588212995097,212.0,250.0,-0.18575981072993708,0.2767186320294468
CoV_A0A6B9WI45_003,-0.4195371266268576,122.0,219.0,-0.20332315087931055,204.0,295.0,-0.31143013875308406,0.10810698787377353
CoV_A0A6B9WI45_004,-1.1041816856629811,61.0,176.0,-0.22917280172248944,72.0,106.0,-0.6666772436927353,0.4375044419702458
CoV_A0A6B9WI45_005,-0.3417473055488147,117.0,199.0,0.7041139718844847,179.0,138.0,0.18118333316783497,0.5229306387166496
CoV_A0A6B9WI45_006,-0.2743178698680054,69.0,112.0,-0.2330562362097177,42.0,62.0,-0.2536870530388615,0.020630816829143844
CoV_A0A6B9WI45_007,-0.3751887541027393,27.0,47.0,0.8142494785686394,35.0,25.0,0.21953036223295005,0.5947191163356893
CoV_A0A6B9WI45_008,0.1614781895776359,15.0,18.0,1.2357132470069159,15.0,8.0,0.6985957182922758,0.5371175287146399
CoV_A0A6B9WI45_009,-0.1067179213719369,155.0,224.0,0.4339393572126114,185.0,172.0,0.16361071792033724,0.2703286392922741
CoV_A0A6B9WI45_010,-0.34600555846580294,17.0,29.0,1.1768195579533474,27.0,15.0,0.4154069997437722,0.7614125582095751
CoV_A0A6B9WI45_011,-0.1604499053097264,26.0,39.0,0.385406179764765,26.0,25.0,0.1124781372275193,0.2729280425372457
CoV_A0A6B9WI45_012,-0.022946381559791614,22.0,30.0,-0.019100652021909557,11.0,14.0,-0.021023516790850585,0.0019228647689410285
CoV_A0A6B9WI45_013,-0.5809418346806785,132.0,265.0,-0.4895033884802098,131.0,231.0,-0.5352226115804442,0.045719223100234345
CoV_A0A6B9WI45_014,-0.43632465691694494,174.0,316.0,-0.6232428715379007,153.0,296.0,-0.5297837642274228,0.09345910731047787
CoV_A0A6B9WI45_015,0.024206405454075142,566.0,747.0,-1.0231122590243271,295.0,753.0,-0.499452926785126,0.5236593322392011
CoV_A0A6B9WI45_016,-0.2527817860818017,464.0,742.0,-0.1822507633031951,454.0,647.0,-0.2175162746924984,0.0352655113893033
CoV_A0A6B9WI45_017,-0.5183101881240235,875.0,1682.0,0.0760565810184309,1269.0,1512.0,-0.22112680355279632,0.29718338457122717
CoV_A0A6B9WI45_018,-0.8974154994759326,18.0,45.0,0.0068945565110349995,24.0,30.0,-0.4452604714824488,0.4521550279934838
CoV_A0A6B9WI45_019,0.2252037871880231,27.0,31.0,-0.8231804420466526,18.0,40.0,-0.29898832742931475,0.5241921146173378
CoV_A0A6B9WI45_020,-1.0900605774183287,49.0,140.0,-0.964536291292194,51.0,125.0,-1.0272984343552614,0.06276214306306736
CoV_A0A6B9WI45_021,-0.18146768657880952,159.0,242.0,-0.22669607143027698,132.0,194.0,-0.20408187900454325,0.022614192425733728
CoV_A0A6B9WI45_022,-0.5083732087300334,33.0,63.0,-0.05226751595710876,43.0,56.0,-0.2803203623435711,0.2280528463864623
CoV_A0A6B9WI45_023,-1.4296365381251157,13.0,47.0,-0.3282896350785939,26.0,41.0,-0.8789630866018547,0.5506734515232609
CoV_A0A6B9WI45_024,-1.411988672305691,14.0,50.0,-0.3175403939869021,23.0,36.0,-0.8647645331462965,0.5472241391593944
CoV_A0A6B9WI45_025,-0.4910952172981977,44.0,83.0,-0.2655385473250084,51.0,77.0,-0.3783168823116031,0.11277833498659465
CoV_A0A6B9WI45_026,0.3866444098209867,376.0,386.0,0.2732562822911883,382.0,397.0,0.32995034605608753,0.05669406376489919
CoV_A0A6B9WI45_027,-0.1404399445782324,242.0,358.0,-0.3069442199942502,186.0,289.0,-0.2236920822862413,0.0832521377080089
CoV_A0A6B9WI45_029,-0.18983371209082076,81.0,124.0,0.08306623699643921,70.0,83.0,-0.05338373754719077,0.13644997454362998
CoV_A0A6B9WI45_030,0.16147818957763566,5.0,6.0,-0.8086808723515374,5.0,11.0,-0.32360134138695085,0.4850795309645865
CoV_A0A6B9WI45_031,-0.8385218104223644,5.0,12.0,0.3288226513983973,5.0,5.0,-0.25484957951198356,0.5836722309103807
CoV_A0A6B9WI45_034,0.16147818957763566,5.0,6.0,,,,0.16147818957763566,
CoV_A0A6B9WIQ1|PRO_0000449619_001,-0.5869677970600302,751.0,1514.0,-0.29571403153372344,851.0,1312.0,-0.44134091429687683,0.14562688276315336
CoV_A0A6B9WIQ1|PRO_0000449619_002,-0.10592818432175344,1501.0,2168.0,0.23089363518930844,1737.0,1859.0,0.0624827254337775,0.1684109097555309
CoV_A0A6B9WIQ1|PRO_0000449619_003,-0.043671497234831054,493.0,682.0,0.16389104336923782,611.0,685.0,0.06010977306720339,0.10378127030203443
CoV_A0A6B9WIQ1|PRO_0000449619_004,0.5319153335621127,683.0,634.0,-0.011027351486227506,448.0,567.0,0.26044399103794263,0.2714713425241701
CoV_A0A6B9WIQ1|PRO_0000449619_005,2.2653140005621757,1200.0,335.0,2.133079665800353,1163.0,333.0,2.199196833181264,0.06611716738091132
CoV_A0A6B9WIQ1|PRO_0000449619_006,1.178229553866961,231.0,137.0,1.6890788649448594,267.0,104.0,1.4336542094059102,0.25542465553894916
CoV_A0A6B9WIQ1|PRO_0000449619_007,1.6759048884704302,469.0,197.0,1.9893361851267304,392.0,124.0,1.8326205367985802,0.1567156483281501
CoV_A0A6B9WIQ1|PRO_0000449619_008,0.749607969377475,228.0,182.0,0.970092593021508,209.0,134.0,0.8598502811994915,0.11024231182201648
CoV_A0A6B9WIQ1|PRO_0000449619_009,0.6197688868103636,79.0,69.0,0.7236822687396107,71.0,54.0,0.6717255777749871,0.05195669096462357
CoV_A0A6B9WIQ1|PRO_0000449619_010,-0.3124529987547765,15.0,25.0,1.3288226513983976,24.0,12.0,0.5081848263218105,0.820637825076587
CoV_A0A6B9WIQ1|PRO_0000449619_011,-0.6227931193669269,30.0,62.0,0.3761283661767541,31.0,30.0,-0.12333237659508642,0.4994607427718405
CoV_A0A6B9WIQ1|PRO_0000449620_001,-0.4499565225047115,6.0,11.0,-0.3492492537142402,5.0,8.0,-0.39960288810947586,0.05035363439523566
CoV_A0A6B9WIQ1|PRO_0000449620_002,0.08289616560195529,131.0,166.0,0.18680364652596948,87.0,96.0,0.13484990606396238,0.05195374046200709
CoV_A0A6B9WIQ1|PRO_0000449620_003,-1.4499565225047115,12.0,44.0,-1.7218034216715707,7.0,29.0,-1.5858799720881411,0.1359234495834296
CoV_A0A6B9WIQ1|PRO_0000449620_011,-1.4234843111435205,5.0,18.0,-0.25613984932275885,6.0,9.0,-0.8398120802331397,0.5836722309103807
CoV_A0A6B9WIQ1|PRO_0000449620_012,-0.8974154994759326,8.0,20.0,0.8593373680971771,13.0,9.0,-0.019039065689377743,0.8783764337865548
CoV_A0A6B9WIQ1|PRO_0000449620_013,-1.3669007827771529,13.0,45.0,-0.25613984932275885,12.0,18.0,-0.8115203160499559,0.555380466727197
CoV_A0A6B9WIQ1|PRO_0000449620_014,-0.962510527697818,104.0,272.0,0.09206193977371246,157.0,185.0,-0.43522429396205276,0.5272862337357652
CoV_A0A6B9WIQ1|PRO_0000449620_015,0.4245125954114296,13.0,13.0,0.1064302300619496,6.0,7.0,0.2654714127366896,0.15904118267474
CoV_A0A6B9WIQ1|PRO_0000449620_016,-0.5503964236257399,145.0,285.0,0.5372655140506217,223.0,193.0,-0.0065654547875591,0.5438309688381808
CoV_A0A6B9WIQ1|PRO_0000449620_017,-1.679824064403306,10.0,43.0,-0.06710602493274162,19.0,25.0,-0.8734650446680238,0.8063590197352822
CoV_A0A6B9WIQ1|PRO_0000449620_018,-0.16720727148503536,213.0,321.0,0.1354592786734818,251.0,287.0,-0.01587399640577679,0.1513332750792586
CoV_A0A6B9WIQ1|PRO_0000449620_019,0.03781972182654751,257.0,336.0,0.3803529520384795,285.0,275.0,0.20908633693251352,0.171266615105966
CoV_A0A6B9WIQ1|PRO_0000449620_020,-1.0990493606455831,8.0,23.0,-0.1857505214313609,14.0,20.0,-0.642399941038472,0.4566494196071111
CoV_A0A6B9WIQ1|PRO_0000449620_021,-1.1229751998910638,13.0,38.0,-0.5716416750506881,15.0,28.0,-0.8473084374708759,0.27566676242018784
CoV_A0A6B9WIQ1|PRO_0000449620_022,0.16147818957763566,5.0,6.0,,,,0.16147818957763566,
CoV_A0A6B9WIQ1|PRO_0000449620_029,0.16147818957763566,5.0,6.0,,,,0.16147818957763566,
CoV_A0A6B9WIQ1|PRO_0000449620_030,-1.8485058989949863,6.0,29.0,-0.6711773486016025,6.0,12.0,-1.2598416237982943,0.5886642751966918
CoV_A0A6B9WIQ1|PRO_0000449620_031,0.4245125954114296,5.0,5.0,,,,0.4245125954114296,
CoV_A0A6B9WIQ1|PRO_0000449620_032,-0.6173075802831974,17.0,35.0,-0.3630550532392706,13.0,21.0,-0.490181316761234,0.1271262635219634
CoV_A0A6B9WIQ1|PRO_0000449620_033,0.2776712070821585,28.0,31.0,0.23260733613909454,29.0,31.0,0.2551392716106265,0.022531935471531966
CoV_A0A6B9WIQ1|PRO_0000449620_034,-1.2453388028962398,11.0,35.0,0.2584333235069994,20.0,21.0,-0.4934527396946202,0.7518860632016195
CoV_A0A6B9WIQ1|PRO_0000449620_035,-0.8874314109033109,29.0,72.0,-0.5971767671578256,30.0,57.0,-0.7423040890305683,0.14512732187274263
